Content type text/csv cannot be simplified to markdown, but here is the raw content:
Contents of https://barttorvik.com/2026_team_results.csv:
rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
11,Gonzaga,WCC,30-3,120.31029038873388,37,94.0171280854199,9,0.9445835448324945,11,30.93705741711495,3.062942582885052,16.0,2.0,16-2,0.6271306023227428,0.6405316128634483,0.6090432890089149,0.6243851412039911,0.6405316128634483,0.6090432890089149,0.7541161203732879,0.7057521216595668,113.37140276802579,106.42249579793855,113.29599192839437,106.51333304789462,118.34981798749067,94.73989813093405,121.98397073623859,93.20480324573747,0.9566669420269959,11.0,0.07919623726819025,1465.0,1177.0,1247.2875000000004,1.1745487708327067,0.9436477155427274,0.0,0.8888888888888888,7.374995389016924,13,23,68.93236315335184
12,Texas Tech,B12,22-10,126.30394519956718,10,98.81267143767496,27,0.943898298297222,12,22.832064488487244,10.167935511512757,12.0,6.0,12-6,0.7598690424571454,0.641397953347529,0.8340049747041786,0.7602520149953189,0.641397953347529,0.8340049747041786,0.6023508439296335,0.6866803857213236,118.30114085032493,102.73737074849024,118.26761507010397,102.817317150858,128.89109244767562,98.17680850608802,127.80700656337403,100.32973961555129,0.9417875727042229,17.0,-0.005327816145513142,1431.0,1298.0,1207.6000000000001,1.1849950314673732,1.0748592249089102,0.0,0.6666666666666666,5.0655573876981395,20,188,66.4082054939235
13,Michigan St.,B10,25-7,122.91897838928466,28,96.18554051388784,16,0.9437647657064441,13,25.904567171908333,7.095432828091667,15.0,5.0,15-5,0.7465762210346484,0.580253082415691,0.829848779472611,0.7433182438790982,0.580253082415691,0.829848779472611,0.6278983816220739,0.7636687863977567,118.56006755925932,104.01033286456284,118.34388658247492,104.07141042290631,123.3165686007651,95.15285286222313,123.56974601592553,94.17879896703488,0.9578526631260451,18.0,0.06158487569489668,1539.0,1368.0,1323.2625,1.1630345452999689,1.0338084847110833,0.0,0.75,7.453691370445096,11,52,65.98079627719278
14,Virginia,ACC,29-5,122.25659940936676,29,95.83979285504319,14,0.9426546144087798,14,29.920752824128908,5.079247175871092,15.0,3.0,15-3,0.6763763203032955,0.4614951776067683,0.791971887539284,0.6737909088834684,0.4614951776067683,0.791971887539284,0.6990629267170356,0.8341894030605825,115.10836921772861,105.9071446298618,115.02990430741856,105.99615334931653,119.73176308209716,94.00909640609682,123.10019783609609,94.00858289510498,0.9569151946286676,14.0,0.07357785643546721,1391.0,1252.0,1232.3375,1.1287492265714545,1.015955450515788,0.0,0.8333333333333334,7.772054323742023,8,33,65.57763983305885
15,St. John's,BE,28-6,119.80328178579308,43,94.09324625338812,10,0.9414750827345042,15,28.823494706083757,6.176505293916241,18.0,2.0,18-2,0.7291832869637611,0.616778551557796,0.7745603364668796,0.7304974481636666,0.616778551557796,0.7745603364668796,0.6894397142291565,0.7396761838182301,114.95097365032069,103.50639100682298,114.80294518235654,103.3653126134154,119.2395125237696,95.18892904086292,124.05149481841362,96.75159808212406,0.9457473680387971,11.0,0.04315518115173678,1587.0,1393.0,1401.6375,1.1322471038339086,0.9938375649909481,0.0,0.9,7.270890878599238,15,80,69.60376019025169
16,Tennessee,SEC,22-11,121.4916451414854,32,95.51736473519256,13,0.9408206859367246,16,22.0,11.0,11.0,7.0,11-7,0.7317740783551085,0.5266215806516104,0.860763161737521,0.7317740783551085,0.5266215806516104,0.860763161737521,0.6146489359655168,0.7427045533308478,118.30978014948974,105.01735179695665,118.30978014948974,105.01735179695665,121.8147781614444,96.51708622828062,122.93684084396634,97.86298870790634,0.9323383696012745,17.0,-0.039592027115509465,1391.0,1324.0,1220.625,1.1395801331285202,1.0846902201740911,0.0,0.6111111111111112,4.125178580827433,23,269,65.2247784454051
17,Louisville,ACC,23-10,124.03418641848536,21,98.1689170621282,23,0.9364028571120036,17,23.743421514036395,10.256578485963606,11.0,7.0,11-7,0.7084156009939433,0.5539658600396875,0.8017210845992427,0.712155514936533,0.5539658600396875,0.8017210845992427,0.6473269846720249,0.7406554996561764,115.44541267237788,103.82181131019254,115.48452883636098,103.75003961779291,125.69684878289763,99.47450364589359,122.30274934365771,101.05215428063022,0.8997925538372403,17.0,-0.027657443421410077,1481.0,1357.0,1260.2875000000001,1.1751286908741059,1.07673844261726,0.0,0.6111111111111112,4.007571174931593,25,245,69.7123072499121
18,Alabama,SEC,23-9,129.5131917254903,3,102.79969932753616,67,0.934410707657314,18,23.85610650320649,9.14389349679351,13.0,5.0,13-5,0.7889554821600968,0.7120831299035564,0.8444647351945904,0.7864237228744465,0.7120831299035564,0.8444647351945904,0.5987926206472879,0.6288496840469512,119.15845765797059,102.98092915394739,118.97699406044237,103.03894330502295,128.49864402226245,102.84654401704543,128.87051181538888,103.61680755415149,0.9247180503668594,15.0,0.04660009698209544,1627.0,1530.0,1342.1499999999999,1.2122341020005216,1.1399620012666245,0.0,0.7222222222222222,6.557043841914037,17,76,73.05923674301096
19,Arkansas,SEC,26-8,127.93803482516364,5,101.64444563543265,48,0.9337485104811838,19,26.890049679965355,8.109950320034645,13.0,5.0,13-5,0.7460034598919292,0.5781661434886847,0.8466393222130186,0.7428370501462679,0.5781661434886847,0.8466393222130186,0.6227322678320064,0.7003651497152124,118.53935115344048,104.24341681431478,118.20594337235488,104.1747288132603,129.02127594595666,102.43860872189086,125.71371486565727,101.79630895784084,0.9188544873776516,16.0,0.07517023759846553,1620.0,1506.0,1327.5249999999996,1.2203160015818915,1.1344419125816843,0.0,0.7222222222222222,7.548092087866869,9,29,70.97427124121226
20,Nebraska,B10,26-6,117.2070780753289,63,93.4952730669277,7,0.9308204415770933,20,26.918711418203415,6.081288581796584,15.0,5.0,15-5,0.6950578734568719,0.41504904662520664,0.8356337547520851,0.6904648607998791,0.41504904662520664,0.8356337547520851,0.6542554434806552,0.8838710059427037,116.38750955884151,104.82449762414367,116.21468419189384,104.95158670969231,119.63844011731594,91.53981259535331,119.59264460824244,93.82124841627645,0.9421902501539471,15.0,0.10510703102919172,1502.0,1324.0,1326.75,1.1320896928584887,0.997927265875259,0.0,0.75,7.465260169778397,10,10,66.82093045580076
21,Wisconsin,B10,24-10,127.18365043719429,8,101.64523168399634,49,0.9294092467150744,21,24.849887654830905,10.150112345169093,14.0,6.0,14-6,0.7343961587399406,0.4977536022878189,0.8362314135681098,0.7333931894721454,0.4977536022878189,0.8362314135681098,0.6233610245059994,0.8311937943855251,117.2754540958286,103.27137721691462,117.23021549059571,103.39236802345881,129.41624574597472,102.40944413595011,125.37314355759446,101.74697802094144,0.9169234200493005,18.0,0.02818358159823453,1641.0,1555.0,1367.4625,1.2000329076665721,1.137142700439683,0.0,0.7,5.3857428243875285,19,110,68.69395616980778
22,Kansas,B12,23-10,117.81838222356708,57,94.36141929879217,11,0.9277840528184971,22,23.85292327397444,10.147076726025558,12.0,6.0,12-6,0.7865417137670238,0.6908450820519325,0.8426289027244975,0.7836726794335434,0.6908450820519325,0.8426289027244975,0.5899048366417317,0.6710569816740679,117.7813607719156,101.3110038566862,117.47878486442082,101.2815637007493,120.4169786358754,96.75961510220655,117.11063953671295,96.90719402222402,0.8982291706517912,18.0,0.05270827314885018,1385.0,1325.0,1251.4125,1.1067493732082747,1.0588035519862555,0.0,0.6666666666666666,6.276388944616541,18,66,67.60965557239949
23,Ohio St.,B10,21-12,125.20954719938507,13,101.58685824205025,47,0.9171589531854615,23,21.683669609639725,12.316330390360276,12.0,8.0,12-8,0.7270859734750954,0.490553887598921,0.8355511290751618,0.7303090834152003,0.490553887598921,0.8355511290751618,0.6218338970568632,0.8162917569885196,116.60336952478424,103.08440414904142,116.55186281631532,102.98316748815078,127.34965200963377,102.67797853578563,125.56258761679047,101.15317044427286,0.9231500509115714,17.0,-0.01882326041605953,1559.0,1499.0,1318.85,1.1820904575956326,1.1365962770595595,0.0,0.6,2.8995933269153404,32,227,66.16146682777048
24,UCLA,B10,23-11,124.55645626845822,17,101.78364464115037,51,0.9106795771104718,24,23.703041351727496,11.296958648272502,13.0,7.0,13-7,0.7135003338113406,0.486563429190255,0.8184839664032346,0.7163018614433716,0.486563429190255,0.8184839664032346,0.638493681784334,0.8023418962959279,116.35143299407964,103.56655935451745,116.45562784053816,103.62722415565361,124.94146796594823,102.572421709132,124.97870064862515,105.17100272918238,0.8791484259087715,15.0,0.020181485853381087,1511.0,1445.0,1295.3625000000002,1.166468845593415,1.115517856970539,0.0,0.65,3.6238505400585934,29,127,64.68768853514807
25,Saint Mary's,WCC,27-5,119.36495383058482,48,97.54710307246496,21,0.9106240167216073,25,27.59902694249472,5.4009730575052775,16.0,2.0,16-2,0.59999564765075,0.5602253297883737,0.6123270617577761,0.6082419450750536,0.5602253297883737,0.6123270617577761,0.7734270697257779,0.815742581045422,111.95827600235155,105.77876045871001,112.20513226021417,105.64283397302994,121.00091591453617,98.31646297226357,113.74161029507621,96.04115082739906,0.8749282457991024,6.0,0.04801118453780828,1403.0,1154.0,1178.2625,1.190736359682159,0.9794082388262377,0.0,0.8888888888888888,4.017827985133681,24,71,65.3021391428309
26,Iowa,B10,21-12,122.12738795893685,30,100.20358692442505,35,0.9068188954777706,26,21.540658620432904,12.459341379567094,10.0,10.0,10-10,0.6916227170865588,0.41251409856798543,0.8359436366533839,0.6975191928362908,0.41251409856798543,0.8359436366533839,0.6413170186361858,0.8407290098557005,115.51691275049545,104.4817321741521,115.54769504458261,104.26178978248932,120.8746349834305,100.54863137210691,121.03747548498725,98.34526780661527,0.9158754174435125,15.0,-0.020541550085208637,1417.0,1395.0,1263.6374999999998,1.12136589805225,1.1039558417663295,0.0,0.5,1.9572666350060939,38,229,63.0271005307965
27,North Carolina,ACC,24-8,121.41258264967186,33,100.00573111172376,32,0.9029657641404797,27,24.633515533041827,8.366484466958173,12.0,6.0,12-6,0.7026342287486418,0.5336336752744715,0.8141641471561649,0.7068980401973648,0.5336336752744715,0.8141641471561649,0.6646707048976553,0.7858027111884083,115.30617852436583,104.0372013999498,115.4267206615385,104.00703709777224,123.00279274533838,102.2469334522713,121.24486802289728,102.27896507626235,0.876125888867076,14.0,0.07892054615537203,1416.0,1376.0,1232.0,1.1493506493506493,1.1168831168831168,0.0,0.6666666666666666,4.930870760428124,21,24,67.98560805765439
28,Utah St.,MWC,28-6,123.02590979147911,26,102.09072951911128,55,0.8952128327403437,28,28.537283625255025,6.462716374744974,15.0,5.0,15-5,0.6397039674043551,0.5125937936761598,0.6921659987332858,0.6465794768368297,0.5125937936761598,0.6921659987332858,0.770074520663322,0.8454457292053011,112.46177697431877,105.43049956637552,112.67163078295181,105.286749335429,125.31405098622783,104.1020427742825,121.5565655628567,101.56054717701029,0.8876374370615596,7.0,0.05490168981717913,1630.0,1453.0,1349.2499999999998,1.2080785621641654,1.0768945710579954,0.0,0.75,4.001311529311753,26,60,67.55370639774594
29,Santa Clara,WCC,26-8,125.00630315999442,15,103.7503147626154,79,0.8950443261262624,29,26.513093570721878,8.486906429278124,15.0,3.0,15-3,0.6119515393025724,0.5490173363278742,0.6194068266428313,0.6198963621717722,0.5490173363278742,0.6194068266428313,0.7587958225087281,0.8155564257274226,111.83249830568998,105.16775379787744,112.07011150195336,105.015057791944,125.85480599002372,103.18223042524401,121.83378320839704,104.67945509394647,0.8513438683226562,8.0,0.006584398191955998,1569.0,1330.0,1280.9500000000003,1.224872165189898,1.03829189273586,0.0,0.8333333333333334,2.150550958497039,36,155,69.25742380182969
30,Clemson,ACC,24-10,116.56351074860902,69,97.00369085879561,20,0.8921028925559318,30,24.459341379567096,10.540658620432906,12.0,6.0,12-6,0.6820373424216922,0.5178364700083964,0.7663283519337041,0.6884596725096944,0.5178364700083964,0.7663283519337041,0.6787869107111868,0.7679592457705329,114.6801729180334,105.16760456790131,114.89295049066256,105.02577549232889,114.82915726515628,95.87191958579778,117.12769193108561,94.72995916559972,0.9198783826259487,12.0,0.034982158720992085,1273.0,1199.0,1169.5374999999997,1.08846445710377,1.025191582142514,0.0,0.6666666666666666,3.186295151004413,31,95,64.27331427623716
31,Kentucky,SEC,21-13,119.91134698032813,41,99.97608959457553,31,0.8900203397579904,31,21.486906429278122,13.513093570721876,10.0,8.0,10-8,0.7362053260983745,0.5238529900358075,0.8678786591541069,0.7407435832365686,0.5238529900358075,0.8678786591541069,0.5898729147200005,0.72905714046927,118.13504321081787,104.19688975579767,118.33136492334347,104.1841304705469,121.0523907120302,101.42772115195903,119.37384100080325,101.01505690407369,0.8721820085720101,20.0,0.04311222335275655,1414.0,1404.0,1245.875,1.13494531955453,1.1269188321460821,0.0,0.5555555555555556,3.3019333420039176,30,81,68.31926791641577
32,Cincinnati,B12,18-15,112.31147725342174,112,93.69380957745553,8,0.8893683505083754,32,18.0,15.0,9.0,9.0,9-9,0.6814528767424558,0.4612425503833789,0.835749254747787,0.6814528767424558,0.4612425503833789,0.835749254747787,0.6727744685131082,0.8300445835915361,114.4310468659312,103.91908774771531,114.4310468659312,103.91908774771531,117.72768318369756,94.65901055247336,114.30267026630808,97.65061126461465,0.8594490124318366,14.0,-0.11023568755822621,1290.0,1247.0,1196.0374999999997,1.07856149995297,1.0426094499545377,0.0,0.5,-1.9864524316532703,70,358,67.65123785566516
33,BYU,B12,23-11,124.74977813151301,16,104.32148272615346,88,0.8866103436079927,33,23.0,11.0,9.0,9.0,9-9,0.748328483326254,0.6044238315069251,0.8413441914571632,0.748328483326254,0.6044238315069251,0.8413441914571632,0.6175982327602645,0.7404142698682065,115.97828677339196,102.0272147164572,115.97828677339196,102.0272147164572,124.98284677628963,107.68467910721768,125.64506850790997,102.93153713523878,0.9083010348455628,16.0,0.08297240003931194,1478.0,1483.0,1277.6499999999999,1.1568113333072438,1.160724768128987,0.0,0.5,4.556855716001151,22,20,69.77913568103176
34,Indiana,B10,18-14,121.9114140652882,31,102.07439345375991,54,0.8851689766277118,34,18.0,14.0,9.0,11.0,9-11,0.7015956103307448,0.4405094750356289,0.8407404071379915,0.7015956103307448,0.4405094750356289,0.8407404071379915,0.6421262671976358,0.8370312342945522,116.27999863272672,104.17912438771775,116.27999863272672,104.17912438771775,124.09599110676356,104.00066219915523,116.92418432680417,104.45093770035942,0.7853793863405102,14.0,-0.05592124714934765,1516.0,1521.0,1318.2124999999999,1.1500421972936838,1.1538352124562619,0.0,0.45,-0.39697801029818025,53,312,66.19917504000459
35,Miami FL,ACC,25-8,121.0881864257521,34,101.45048500071584,45,0.884413427439677,35,25.57167113531679,8.428328864683207,13.0,5.0,13-5,0.6394193987830709,0.4095377946814493,0.7720995198571697,0.645656385434118,0.4095377946814493,0.7720995198571697,0.7039826421798429,0.8336972639929119,113.27117100520466,105.84171542304718,113.46750449723879,105.75956160271981,121.59916669443727,102.10116721430201,120.43708376778568,100.7271486141476,0.8864709364820029,11.0,0.07505103532553825,1401.0,1312.0,1214.9125,1.1531694669369195,1.0799131624705485,0.0,0.7222222222222222,3.8579169420033113,28,30,67.92965806903375
36,Villanova,BE,24-8,119.5968064595356,45,100.54299172080133,38,0.8803467973772169,36,24.462716374744975,8.537283625255025,15.0,5.0,15-5,0.7069024189417605,0.5680050938191038,0.7808126321719329,0.7126087951112613,0.5680050938191038,0.7808126321719329,0.6931497439718006,0.7671935385558798,114.75938999972558,104.07933546166944,115.00989059912949,104.01907467583207,119.71398820128408,99.61257372605272,111.47096446441093,97.48963382151828,0.8236402794072616,8.0,0.08378503340908616,1525.0,1440.0,1360.9,1.1205819678154163,1.058123300756852,0.0,0.75,3.951360739445861,27,19,64.94639680236452
37,Georgia,SEC,22-10,124.35294308600709,18,104.7662078546366,92,0.877720034726778,37,22.544332101278,10.455667898722,10.0,8.0,10-8,0.6704221639962213,0.4072102992226817,0.8539247695061105,0.6760857803380809,0.4072102992226817,0.8539247695061105,0.6739222548100527,0.856410001130408,115.34477626208779,105.79975708191029,115.47091574973369,105.69226684395201,126.62033760314733,106.6625812085237,126.24842781082823,101.70401100000097,0.9231634625420672,13.0,0.0475235216305262,1515.0,1521.0,1284.675,1.1792865899935783,1.1839570319341468,0.0,0.5555555555555556,2.6102862882259394,33,73,72.02594121401691
38,N.C. State,ACC,20-13,124.07872887425876,20,104.67033805340853,90,0.8761163149001756,38,20.548040533008738,13.451959466991262,10.0,8.0,10-8,0.7186075538763882,0.5819628252992588,0.8070799097844313,0.722578944982511,0.5819628252992588,0.8070799097844313,0.6703368072993241,0.7844313300475121,115.55120059129301,104.28114601125118,115.80051312225679,104.34334422629578,123.45262007083342,104.4554355824887,122.75069116684463,105.03144110533982,0.8572702227713962,13.0,-0.024207280268847775,1442.0,1418.0,1253.9125,1.1500004984398833,1.1308604069263206,0.0,0.5555555555555556,0.3505474843393209,44,239,69.09192211332204
39,Oklahoma,SEC,19-15,125.1977215355337,14,105.85805912852578,117,0.8732100076820403,39,19.686257420894513,15.313742579105485,7.0,11.0,7-11,0.6986308478527785,0.44650647894501705,0.8589986437154351,0.7003544219939664,0.44650647894501705,0.8589986437154351,0.6510216642360768,0.7934088600952284,115.72781419222041,105.48537002912887,115.79322781954355,105.52334963772428,124.32791522045414,105.61188528727675,129.12401457909715,106.9367507395378,0.8973537122770228,14.0,-0.04312285759562484,1429.0,1461.0,1235.0874999999999,1.1570030463428707,1.182912141852298,0.0,0.3888888888888889,-0.4669717346724038,54,280,66.14948261397359
40,Texas A&M,SEC,21-11,119.85767625694945,42,101.42911291435215,44,0.8721234627176327,40,21.40097305750528,11.599026942494723,11.0,7.0,11-7,0.6734265799900462,0.42205153929697814,0.8438761411773429,0.6806143810981452,0.42205153929697814,0.8438761411773429,0.6690210162659589,0.8599880573520877,116.13056891386115,106.63017681080406,116.22858057769703,106.35493215233429,121.21052311901683,99.88185049285363,119.1120894422295,99.98907561655508,0.8821080970160673,13.0,0.02477606088992612,1493.0,1460.0,1308.0375,1.1414045851131944,1.1161759506130369,0.0,0.6111111111111112,1.6040802763035353,41,113,71.01586083429866
41,Auburn,SEC,17-16,124.17694137427594,19,105.8424192460669,115,0.862616669368441,41,17.93483161295343,16.06516838704657,7.0,11.0,7-11,0.7603428923048562,0.6178278274341189,0.8574967014927963,0.7488967752200265,0.6178278274341189,0.8574967014927963,0.5915405420588816,0.6437229142808485,119.10965422799265,103.32330844440425,118.71671095207046,103.54056869847027,125.6314297323948,107.52664129449964,123.66067249390329,104.824148558128,0.8699432421125163,18.0,-0.006448877947278331,1472.0,1489.0,1244.675,1.1826380380420591,1.1962962219053166,0.0,0.3888888888888889,0.19233813649430265,45,191,67.35195156243397
42,SMU,ACC,20-13,123.01274190307764,27,104.99181105740863,96,0.8607657020624607,42,20.70875354033253,13.291246459667471,8.0,10.0,8-10,0.7133212394680815,0.5403894743664647,0.8238183960974542,0.7134455262245969,0.5403894743664647,0.8238183960974542,0.6830218987309336,0.8191759119403473,115.7563244151068,104.24281718069926,115.78345473685329,104.3413426077676,124.78157092951521,106.96771945917573,121.26294919798043,104.26214860973822,0.8503194498215607,13.0,-0.0107616994069617,1451.0,1436.0,1243.9375,1.1664573179922624,1.154398834346581,0.0,0.4444444444444444,-0.012288193143647042,46,209,68.62208707582037
43,Saint Louis,A10,28-5,119.50737934759898,46,102.25257923536878,62,0.8573215031138384,43,28.455667898722,5.544332101278,15.0,3.0,15-3,0.5160978953910736,0.388199422745679,0.5827689258301805,0.5267338406649346,0.388199422745679,0.5827689258301805,0.837236068723958,0.8897270250050527,108.6995936459262,107.41371451192511,109.17393756831643,107.33348703749395,120.82189288793465,103.05208486557571,101.5678489911902,79.95943598111728,0.9399634357873837,2.0,0.05271093414892092,1494.0,1277.0,1258.0625,1.1875403646480203,1.0150529087386357,0.0,0.8333333333333334,1.8801824190036585,39,65,71.01390387557647
44,San Diego St.,MWC,22-11,112.21372037080978,114,96.14875163473471,15,0.8553075918215524,44,22.0,11.0,14.0,6.0,14-6,0.646355736405314,0.5396311296458256,0.6752002667405299,0.646355736405314,0.5396311296458256,0.6752002667405299,0.7367252739964344,0.745523060616642,114.21855395430222,105.68192510629589,114.21855395430222,105.68192510629589,113.33499923709489,95.67279116203596,110.06213239819465,98.65691731026158,0.7786923133236728,9.0,-0.004860144219635321,1562.0,1406.0,1410.2124999999999,1.1076344877101856,0.9970128615368252,0.0,0.7,-0.07943018515341266,47,185,68.59866651860825
45,Texas,SEC,18-14,124.02782664525111,22,106.39588532258514,126,0.8536348515008102,45,18.451959466991262,14.548040533008738,9.0,9.0,9-9,0.6711983259465395,0.4106571610980224,0.852815212730041,0.677407961976203,0.4106571610980224,0.852815212730041,0.6328767832891568,0.7712231848934897,116.183913229032,105.16388522564189,116.43062621798212,105.14846187647443,126.38546008936447,106.73493011219284,125.6084605706665,105.32774041767995,0.8834039370623764,17.0,-0.006551500164567292,1472.0,1455.0,1231.5874999999999,1.1952053751763478,1.1814020522293383,0.0,0.5,-0.20155704030531008,49,192,67.09866522474178
